"","Transect","X","Order","Sample","SiteObjectID","Date","Location","Area","Estimate","Biomass","Numbers","Number.Species","Ibi","AdjIbi","Hpi","AdjHpi","Group.1","Group.2","Group.3","Group.4","Include","Flag","Group.3.JDM","fG2.JDM","fG3.JDM","fG4.JDM","Group.4.JDM","Shoreline.Treat.Detail","M1LAT","M1LONG","M2LAT","M2LONG","Mean.Fetch","Time.Period","Temp","Conductivity_0_mid","Do_0_mid","Macrophyte.Density","Transectendnotes","Bedrock","Boulder","Cobble","Rubble","Gravel","Sand","Organic.Silt","Armoustone","LWD","Algae","Proximity.to.river.creek.mouth","Proximity.to.embayment","Transectstartnotes","Habitat.Comments","jdate","Fished","INLA_dist","Nat_5000","Urb_5000","Agr_5000","Wet_5000","For_5000","DomLandCover_5000","DomPercent_5000","Marinas_5000","Rivers_5000","Wetlands_5000","Total_5000","MarinaDist_5000","MarinaArea_5000","MarinaDist_ALL","WetlandDist_5000","WetlandArea_5000","WetlandDist_ALL","RiverDist_5000","RiverStrahler_5000","RiverShreve_5000","RiverDist_ALL","RiverDist_Large","RiverStrahler_Large","RiverShreve_Large","RiverName_Large","ClosestFeature","ClosestDist","NEARSHOREG","NearshoreGeologyCoarse","NearshoreGeologyDetailed","FixedDist","Slope"
"110","PP2",110,103,9710,209,"8/15/2018","OPEN","Paletta Place","N",128,6,4,40.7321,14.426,3.6686,1.265,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","cobble/sand beach",43.353,-79.7502,43.3523,-79.7509,24.03613912,2,22.67,305,12.38,0,"Beach and trees; natural shoreline?",0,0,50,0,0,50,0,0,0,0,1,0,"Cobble (50%), sand (50%)","",17758,1,9106,5,89,6,1,3,"Urban",89,0,5,0,5,NA,NA,6040,NA,NA,6624,85,3,5,85,6015,5,279,"Bronte Creek","River",85,561,"Bedrock (Erosive)","Bedrock (Erosive)",1685.946899,-0.007805364
"111","PP3",111,104,9711,210,"8/15/2018","OPEN","Paletta Place","N",1655,13,4,34.9524,1.3654,20.5635,0.1381,"Mixed","Mixed","Mixed","Mixed",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","cobble/sand beach (70%); armourstone/rubble revetment (30%)",43.3523,-79.7513,43.3519,-79.7524,28.16238252,2,23.16,313,12.38,0,"Urban; cobble/sand beach (70%); mouth of creek to 100 m west",0,0,80,0,0,20,0,0,0,0,1,0,"Cobble (80%), sand (20%)","",17758,1,8987,5,90,6,1,3,"Urban",90,0,5,0,5,NA,NA,6154,NA,NA,6739,30,3,5,30,6130,5,279,"Bronte Creek","River",30,561,"Bedrock (Erosive)","Bedrock (Erosive)",1719.567017,-0.007680191
"112","PP4",112,105,9712,211,"8/15/2018","OPEN","Paletta Place","N",10,2,1,42.8542,0,0.501,0,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.3512,-79.7542,43.3505,-79.755,23.81637589,2,22.67,305,12.38,0,"Urban, concrete wall (80%) and 20% cobble/sand beach",34,33,33,0,0,0,0,0,0,0,0,0,"Bedrock 34%, boulder 33%, and cobble 33%","",17758,1,8722,4,90,6,1,3,"Urban",90,0,5,0,5,NA,NA,6457,NA,NA,7041,332,3,5,332,6432,5,279,"Bronte Creek","River",332,561,"Bedrock (Erosive)","Bedrock (Erosive)",1707.108887,-0.007465279
"113","PRO1",113,47,9638,213,"7/11/2018","PRES","Presqu'ile","N",44,6,1,22.2222,0,1.9279,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","sand/gravel beach",44.0038,-77.8127,44.004,-77.8118,33.75032025,2,19,299,12.83,0,"Agricultural; treed",0,0,40,0,0,60,0,0,0,0,0,0,"Cobble (40%); sand (60%)","",17723,1,201941,39,8,52,18,19,"Agriculture",52,0,4,3,7,NA,NA,17017,205,645134,205,235,3,9,235,41914,5,386,"Ganaraska River","Wetland",205,561,"Bedrock (Erosive)","Bedrock (Erosive)",3247.806885,-0.0028135
"114","PRO10",114,56,9648,215,"7/11/2018","PRES","Presqu'ile","B",73.3,9,1,22.2222,0,3.097,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0033,-77.7955,44.0036,-77.7947,33.12384905,2,18.2,NA,NA,0,"Agricultural; treed",0,10,30,0,0,60,0,0,0,0,0,0,"Sand 60%, cobble 20%, boulder 10%","",17723,1,203364,42,7,50,24,17,"Agriculture",50,0,3,4,7,NA,NA,15674,846,542409,846,859,3,8,859,43332,5,386,"Ganaraska River","Wetland",846,561,"Bedrock (Erosive)","Bedrock (Erosive)",3034.286133,-0.002479979
"115","PRO11",115,57,9649,217,"7/11/2018","PRES","Presqu'ile","B",136.6,14,1,22.2222,0,5.4154,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0038,-77.7939,44.004,-77.793,31.25919232,2,20.3,306,NA,0,"Agricultural; treed",0,25,25,0,0,50,0,0,0,0,0,0,"Sand 50%, cobble 25%, boulder 25%","",17723,1,203504,42,7,50,24,17,"Agriculture",50,0,4,5,9,NA,NA,15579,702,542409,702,714,3,8,714,43477,5,386,"Ganaraska River","Wetland",702,561,"Bedrock (Erosive)","Bedrock (Erosive)",3105.418701,-0.002457119
"116","PRO12",116,58,9650,219,"7/12/2018","PRES","Presqu'ile","B",2664.2,12,2,19.4444,0,17.9076,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0043,-77.7922,44.0046,-77.7914,29.68316906,2,22.5,305,NA,0,"Agricultural; treed",0,10,40,0,0,50,0,0,0,0,0,0,"Sand 50%, cobble 25%, boulder 25%","",17724,1,203651,42,8,49,24,17,"Agriculture",49,0,4,5,9,NA,NA,15454,527,542409,527,539,3,8,539,43651,5,386,"Ganaraska River","Wetland",527,561,"Bedrock (Erosive)","Bedrock (Erosive)",3193.880859,-0.002431021
"117","PRO13",117,59,9651,221,"7/12/2018","PRES","Presqu'ile","B",2013.9,12,2,19.4444,0,16.5353,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0049,-77.7906,44.0054,-77.7898,29.69269106,2,17.3,NA,NA,0,"Agricultural; treed",0,0,40,0,0,60,0,0,0,0,0,0,"Sand 60%, cobble 40%","",17724,1,203796,42,9,48,24,16,"Agriculture",48,0,4,5,9,NA,NA,15371,369,542409,369,382,3,8,382,43809,5,386,"Ganaraska River","Wetland",369,561,"Bedrock (Erosive)","Bedrock (Erosive)",3302.210938,-0.002398895
"118","PRO14",118,60,9653,223,"7/12/2018","PRES","Presqu'ile","B",140.5,17,3,26.2314,0.8294,5.7964,0.0645,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0058,-77.7891,44.0062,-77.7883,24.5165409,2,17.1,NA,NA,0,"Agricultural; treed",0,40,10,0,0,50,0,0,0,0,0,0,"Sand 50%, boulder 40%, cobble 10%","",17724,1,203952,42,9,48,25,16,"Agriculture",48,0,4,5,9,NA,NA,15301,200,542409,200,212,3,8,212,43978,5,386,"Ganaraska River","Wetland",200,561,"Bedrock (Erosive)","Bedrock (Erosive)",3427.202148,-0.002360075
"119","PRO15",119,61,9654,225,"7/12/2018","PRES","Presqu'ile","B",118.6,17,2,32.6869,1.9907,5.2876,0.3252,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0066,-77.7875,44.0069,-77.7867,24.22708655,2,16.3,NA,NA,0,"Agricultural; treed",0,0,30,0,0,70,0,0,0,0,0,0,"Sand 70%, cobble 30%","",17724,1,204109,42,10,47,25,16,"Agriculture",47,0,4,5,9,NA,NA,15218,42,542409,42,72,3,8,72,44136,5,386,"Ganaraska River","Wetland",42,561,"Bedrock (Erosive)","Bedrock (Erosive)",3546.165039,-0.002326022
"120","PRO16",120,62,9655,227,"7/12/2018","PRES","Presqu'ile","B",33.9,7,1,22.2222,0,1.7161,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0073,-77.7859,44.0077,-77.7851,22.66070413,2,15.9,NA,NA,0,"Agricultural; treed",0,0,0,0,0,100,0,0,0,0,0,0,"Sand 100%","",17724,1,204259,43,10,46,26,16,"Agriculture",46,0,4,5,9,NA,NA,15136,115,542409,115,102,3,8,102,44293,5,386,"Ganaraska River","River",102,561,"Bedrock (Erosive)","Bedrock (Erosive)",3668.956543,-0.00229194
"121","PRO17",121,63,9656,229,"7/12/2018","PRES","Presqu'ile","B",102.9,12,3,32.594,7.746,4.1271,0.976,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0081,-77.7843,44.0083,-77.7835,24.39511047,2,15.6,NA,NA,0,"Agricultural; treed",0,0,0,0,0,100,0,0,0,0,0,0,"Sand 100%","",17724,1,204415,43,11,45,26,16,"Agriculture",45,1,4,5,10,NA,NA,15053,272,542409,272,260,3,8,260,44450,5,386,"Ganaraska River","River",260,561,"Bedrock (Erosive)","Bedrock (Erosive)",3790.830078,-0.002260669
"122","PRO18",122,64,9658,231,"7/12/2018","PRES","Presqu'ile","B",71.3,10,1,22.2222,0,3.1537,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0084,-77.7826,44.0084,-77.7818,27.02659232,2,15.3,NA,NA,0,"Agricultural; treed",0,0,0,0,0,100,0,0,0,0,0,0,"Sand 100%","",17724,1,204555,43,12,44,27,16,"Agriculture",44,1,4,5,10,NA,NA,14958,417,542409,417,405,3,8,405,44595,5,386,"Ganaraska River","River",405,561,"Bedrock (Erosive)","Bedrock (Erosive)",3873.654541,-0.002250165
"123","PRO2",123,48,9639,233,"7/11/2018","PRES","Presqu'ile","B",116.2,9,1,22.2222,0,4.1759,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","sand/gravel beach",44.0041,-77.8109,44.0041,-77.8101,30.14493644,2,18.46,299,12.83,0,"Agricultural; treed",0,25,25,0,0,50,0,0,0,0,0,0,"Sand 50%, boulder 25%, cobble 25%","all cobble/boulder 100%",17723,1,202089,39,8,52,19,19,"Agriculture",52,0,4,3,7,NA,NA,16892,30,645134,30,60,3,9,60,42089,5,386,"Ganaraska River","Wetland",30,561,"Bedrock (Erosive)","Bedrock (Erosive)",3213.943359,-0.002762504
"124","PRO3",124,49,9640,235,"7/11/2018","PRES","Presqu'ile","B",85,12,1,22.2222,0,3.7689,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","sand/gravel beach",44.004,-77.8092,44.0039,-77.8083,30.04669214,2,19.6,299,12.83,0,"Agricultural; treed",0,25,25,0,0,50,0,0,0,0,0,0,"Sand 50%, boulder 25%, cobble 25%","",17723,1,202226,39,8,52,19,19,"Agriculture",52,0,3,3,6,NA,NA,16742,120,645134,120,90,3,9,90,42239,5,386,"Ganaraska River","River",90,561,"Bedrock (Erosive)","Bedrock (Erosive)",3155.282471,-0.002730595
"125","PRO4",125,50,9641,237,"7/11/2018","PRES","Presqu'ile","B",27.6,4,1,22.2222,0,1.2347,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","HardShore","Beach","MixedBeach","MixedBeach","Revetment","xxxxx informal rubble? ",44.0035,-77.8058,44.0035,-77.8049,30.09008121,2,19.6,NA,NA,0,"Agricultural; treed",0,50,0,0,0,50,0,0,0,0,0,0,"Sand 50%, boulder 50%","",17723,1,202505,40,7,51,20,18,"Agriculture",51,0,3,3,6,NA,NA,16459,402,645134,402,372,3,9,372,42497,5,386,"Ganaraska River","River",372,561,"Bedrock (Erosive)","Bedrock (Erosive)",3050.744141,-0.002673477
"126","PRO5",126,51,9642,239,"7/11/2018","PRES","Presqu'ile","B",31.3,6,1,22.2222,0,1.5436,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","HardShore","Beach","MixedBeach","MixedBeach","Revetment","xxxxx informal rubble? ",44.0033,-77.804,44.003,-77.8032,29.97056048,2,17.6,NA,NA,0,"Agricultural; treed",0,10,10,0,0,80,0,0,0,0,0,0,"Sand 80%, boulder 10%, cobble 10%","",17723,1,202651,40,7,51,21,18,"Agriculture",51,0,3,3,6,NA,NA,16309,552,645134,552,522,3,9,522,42647,5,386,"Ganaraska River","River",522,561,"Bedrock (Erosive)","Bedrock (Erosive)",2990.188477,-0.002648279
"127","PRO6",127,52,9643,241,"7/11/2018","PRES","Presqu'ile","B",102.3,10,1,22.2222,0,3.9884,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0028,-77.8024,44.0027,-77.8015,30.14712512,2,17.9,NA,NA,0,"Agricultural; treed",0,25,20,0,5,50,0,0,0,0,0,0,"Sand 50%, boulder 25%, cobble 20%, gravel (5%)","",17723,1,202791,40,7,51,22,17,"Agriculture",51,0,3,3,6,NA,NA,16165,697,645134,697,667,3,9,667,42742,5,386,"Ganaraska River","River",667,561,"Bedrock (Erosive)","Bedrock (Erosive)",2934.895996,-0.002626583
"128","PRO7",128,53,9644,243,"7/11/2018","PRES","Presqu'ile","B",114.1,14,1,22.2222,0,4.8183,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0026,-77.8006,44.0025,-77.7998,30.29051123,2,17.9,NA,NA,0,"Agricultural; treed",0,25,25,0,0,50,0,0,0,0,0,0,"Sand 50%, boulder 25%, cobble 25%","",17723,1,202937,41,7,51,23,17,"Agriculture",51,0,3,3,6,NA,NA,16015,847,645134,847,817,3,9,817,42892,5,386,"Ganaraska River","River",817,561,"Bedrock (Erosive)","Bedrock (Erosive)",2908.449463,-0.002592328
"129","PRO8",129,54,9646,245,"7/11/2018","PRES","Presqu'ile","B",127.8,16,2,20.1785,0,5.4182,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0025,-77.7989,44.0025,-77.798,33.18822179,2,18.3,NA,NA,0,"Agricultural; treed",0,30,10,0,0,60,0,0,0,0,0,0,"Sand 60%, boulder 30%, cobble 10%","",17723,1,203074,41,7,50,23,17,"Agriculture",50,0,3,3,6,NA,NA,15865,997,645134,997,967,3,9,967,43042,5,386,"Ganaraska River","River",967,561,"Bedrock (Erosive)","Bedrock (Erosive)",2907.448731,-0.002551155
"130","PRO9",130,55,9647,247,"7/11/2018","PRES","Presqu'ile","B",49.1,4,1,22.2222,0,1.7969,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"Flag","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","sand/gravel beach",44.0027,-77.7972,44.0029,-77.7963,31.86027318,2,18.5,NA,NA,0,"Agricultural; treed",0,25,25,0,0,50,0,0,0,0,0,0,"Sand 50%, boulder 25%, cobble 25%","",17723,1,203212,42,7,50,24,17,"Agriculture",50,0,3,4,7,NA,NA,15757,1004,542409,1004,1016,3,8,1016,43174,5,386,"Ganaraska River","Wetland",1004,561,"Bedrock (Erosive)","Bedrock (Erosive)",2950.136475,-0.002512194
"131","PU1a",131,181,9900,249,"7/25/2018","OPEN","Port Union","N",1680,4,1,46.9306,46.9306,17.8507,17.8507,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"Flag","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.78716,-79.12233,43.78797,-79.12182,37.92716454,2,21.43,305,10.66,0,"Urban beach",0,15,15,0,0,70,0,0,0,0,1,0,"Sand 70%; 30% cobble/boulder","",17737,1,92738,23,66,11,7,13,"Urban",66,1,5,4,10,4106,641166,4106,1129,679493,1129,447,2,2,447,1056,6,454,"Rouge River","River",447,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2529.061768,-0.005210481
"132","PU1b",132,182,9901,252,"7/25/2018","OPEN","Port Union","N",781,10,2,41.4076,31.7476,13.8213,11.9566,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"Flag","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.78797,-79.12182,43.78864,-79.12079,37.92716454,2,21.43,305,10.66,0,"Urban beach",0,15,15,0,0,70,0,0,0,0,1,0,"Sand 70%; 15% boulder, 15% cobble","",17737,1,92837,23,66,11,7,13,"Urban",66,1,5,4,10,4004,641166,4004,1026,679493,1026,549,2,2,549,954,6,454,"Rouge River","River",549,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2542.057373,-0.005126178
"133","PU1c",133,183,9902,255,"7/25/2018","OPEN","Port Union","N",541,9,3,46.2105,33.3363,10.6087,8.5401,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"Flag","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.78864,-79.12079,43.78964,-79.12019,37.92716454,2,21.43,305,10.66,0,"Urban beach",0,15,15,0,0,70,0,0,0,0,1,0,"Sand 70%; 15% boulder, 15% cobble","",17737,1,92949,23,66,11,7,13,"Urban",66,1,5,4,10,3876,641166,3876,899,679493,899,677,2,2,677,827,6,454,"Rouge River","River",677,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2564.649414,-0.005023207
"134","PU2a",134,178,9897,258,"7/25/2018","OPEN","Port Union","N",0,0,0,0,0,0,0,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"Flag","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.77181,-79.13684,43.77263,-79.13609,40.59011248,2,20.26,305,10.31,0,"Urban beach",0,0,30,0,0,70,0,0,0,0,1,0,"Sand 70%;  cobble 30%","",17737,0,90667,20,69,11,7,12,"Urban",69,0,4,2,6,NA,NA,6328,1011,69526,1011,909,4,61,909,3279,6,454,"Rouge River","River",909,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2052.686035,-0.006725759
"135","PU2b",135,179,9898,261,"7/25/2018","OPEN","Port Union","N",695,2,1,50.2743,50.2743,7.891,7.891,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"Flag","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","BeachHeadland","surcharged groyne: beach/headland system",43.77263,-79.13609,43.77389,-79.13521,40.59871892,2,20.26,305,10.37,0,"Urban beach",0,0,30,0,0,70,0,0,0,0,1,0,"Sand 70%;  cobble 30%","",17737,1,90777,20,69,11,7,12,"Urban",69,0,4,2,6,NA,NA,6196,1143,69526,1143,1041,4,61,1041,3146,6,454,"Rouge River","River",1041,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2062.117432,-0.006602229
"136","PU2c",136,180,9899,264,"7/25/2018","OPEN","Port Union","N",41,10,2,38.527,0,2.1968,0,"Treated","Groynes","Surcharged groyne","BeachHeadland",NA,"Flag","HardShore","HardShore","Revetment","Revetment","Revetment","xxxxx",43.77389,-79.13521,43.7753,-79.13373,40.53639001,2,20.26,305,10.37,0,"Urban beach",0,0,30,0,0,70,0,0,0,0,1,0,"Sand 70%;  cobble 30%","",17737,1,90934,20,69,11,7,12,"Urban",69,0,4,2,6,NA,NA,6051,1288,69526,1288,1186,4,61,1186,3002,6,454,"Rouge River","River",1186,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2072.062744,-0.006440232
"137","RB1a",137,175,9891,271,"7/25/2018","OPEN","Rouge Beach","N",3475,22,6,60.8183,57.8613,45.557,44.7206,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.79057,-79.11997,43.79151,-79.1193,38.14674217,2,22.16,360,10.04,0,"Urban, treed shoreline",0,10,0,0,0,90,0,0,0,0,1,0,"90 % sand; 10% boulder, adjacent to river mouth; first 100 m adjacent to river mouth","WP 160-161; from river mouth to 100 m west ",17737,1,93173,23,66,11,7,12,"Urban",66,1,5,4,10,3654,641166,3654,677,679493,677,604,6,454,604,604,6,454,"Rouge River","River",604,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2682.349365,-0.004870103
"138","RB1b",138,176,9892,274,"7/25/2018","OPEN","Rouge Beach","N",161,1,1,45.6674,45.6674,2.3929,2.3929,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.79151,-79.1193,43.79249,-79.11834,38.09197879,2,22.16,360,10.04,0,"Urban, treed shoreline",0,10,0,0,0,90,0,0,0,0,1,0,"90 % sand; 10% boulder, adjacent to river mouth; first 100 m adjacent to river mouth","WP 160-161; from river mouth to 100 m west ",17737,1,93291,22,66,11,7,12,"Urban",66,1,5,4,10,3509,641166,3509,532,679493,532,459,6,454,459,459,6,454,"Rouge River","River",459,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2727.684326,-0.004900327
"139","RB1c",139,177,9893,277,"7/25/2018","OPEN","Rouge Beach","N",0,0,0,0,0,0,0,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.79249,-79.11834,43.79365,-79.11681,38.09730452,2,22.16,360,10.04,0,"Urban, treed shoreline",0,10,0,0,0,90,0,0,0,0,1,0,"90 % sand; 10% boulder, adjacent to river mouth; first 100 m adjacent to river mouth","WP 160-161; from river mouth to 100 m west ",17737,0,93425,22,67,11,7,12,"Urban",67,1,5,4,10,3382,641166,3382,387,679493,387,315,6,454,315,315,6,454,"Rouge River","River",315,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2768.264404,-0.004966021
"140","RC1a",140,202,9925,278,"7/26/2018","OPEN","RC Harris","N",302,17,2,29.6752,3.601,9.5814,0.906,"Mixed","Mixed","Mixed","Mixed",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes, sand beach, and concrete revetment",43.67234,-79.27744,43.67285,-79.2772,35.67760576,2,21.46,NA,NA,0,"Urban, sand beach ",0,30,0,0,0,0,70,0,0,0,0,0,"Sand 70%, boulder 30%","RC Harris filtration plant",17738,1,74370,7,88,5,0,5,"Urban",88,1,0,0,1,3660,173298,3660,NA,NA,11371,NA,NA,NA,13899,13899,5,275,"Don River","Marina",3660,541,"Sandy Lake Bed","Sandy",3097.005615,-0.004225717
"141","RC1b",141,203,9926,280,"7/26/2018","OPEN","RC Harris","N",85,4,1,22.2222,0,2.5664,0,"Mixed","Mixed","Mixed","Mixed",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes, sand beach, and concrete revetment",43.67285,-79.2772,43.67333,-79.27673,36.4172883,2,21.46,NA,NA,0,"Urban, sand beach ",0,30,0,0,0,0,70,0,0,0,0,0,"Sand 70%, boulder 30%","RC Harris filtration plant",17738,1,74430,7,88,5,0,5,"Urban",88,1,0,0,1,3720,173298,3720,NA,NA,11431,NA,NA,NA,13959,13959,5,275,"Don River","Marina",3720,541,"Sandy Lake Bed","Sandy",3100.516113,-0.004206264
"142","RC1c",142,204,9927,282,"7/26/2018","OPEN","RC Harris","N",1.5,2,2,59.1677,59.1677,0.1441,0.1441,"Mixed","Mixed","Mixed","Mixed",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes, sand beach, and concrete revetment",43.67333,-79.27673,43.67384,-79.27644,37.22752167,2,21.46,NA,NA,0,"Urban, sand beach ",0,30,0,0,0,0,70,0,0,0,0,0,"Sand 70%, boulder 30%","RC Harris filtration plant",17738,1,74499,7,88,5,0,5,"Urban",88,1,0,0,1,3805,173298,3805,NA,NA,11516,NA,NA,NA,14043,14043,5,275,"Don River","Marina",3805,541,"Sandy Lake Bed","Sandy",3103.321045,-0.004187447
"143","RM1",143,142,9837,284,"7/12/2018","OPEN","Rattray Marsh","N",47,1,1,42.8104,42.8104,1.0748,1.0748,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach",43.5155,-79.6016,43.5165,-79.6017,31.84925943,2,15.94,312,14.11,0,"Urban, natural shoreline; trees",0,0,0,0,0,100,0,0,0,0,0,1,"Sand (100%)","About 200 m from the entrance to the marsh",17724,1,31071,15,80,5,4,10,"Urban",80,2,6,4,12,4304,109388,4304,265,113824,265,235,2,5,235,4274,6,1070,"Credit River","River",235,561,"Bedrock (Erosive)","Bedrock (Erosive)",2960.769043,-0.004991636
"144","RM10",144,151,9846,285,"7/12/2018","OPEN","Rattray Marsh","N",12,2,2,19.4444,8.1019,0.5567,0.2167,"Mixed","Mixed","Mixed","Mixed",NA,"OK","MixedBeach","Beach","GravelBeach","GravelBeach","Gravel_Cobble_Beach","gravel/cobble beach and armourstone/rubble revetment",43.532,-79.5995,43.5329,-79.5991,33.13905995,2,17.5,318,16.15,0,"Urban, natural shoreline (60%) and armourstone (40%)",0,40,20,0,0,40,0,0,0,1,0,0,"Boulder (40%); cobble (20%), and sand (40%)","",17724,1,32927,15,84,2,3,10,"Urban",84,3,5,3,11,2462,109388,2462,1310,42510,1310,470,3,5,470,2432,6,1070,"Credit River","River",470,561,"Bedrock (Erosive)","Bedrock (Erosive)",3189.128906,-0.00464112
"145","RM11",145,152,9847,286,"7/13/2018","OPEN","Rattray Marsh","N",0,0,0,0,0,0,0,"Treated","Groynes","Non-surcharged Groyne","Non-surcharged Groyne",NA,"OK","Non-surcharged Groyne","Groyne","Groyne","NonSurchargedGroyne","Non-surcharged Groyne","groynes and sand beach",43.5357,-79.598,43.5364,-79.5972,32.90112402,2,18.62,319,14.19,0,"Urban, natural shoreline with groynes",0,20,0,20,0,60,0,0,0,0,0,0,"Sand (60%); boulder (20%); and rubble (20%)","",17725,0,33356,15,84,1,3,10,"Urban",84,3,5,3,11,2092,109388,2092,1767,42510,1767,30,3,5,30,2062,6,1070,"Credit River","River",30,561,"Bedrock (Erosive)","Bedrock (Erosive)",3202.040772,-0.004487817
